DICDNet Image Quality Evaluation by Metal Size
Date: 2025-05-12 13:01:05
Results Directory: /home/mcosta/PycharmProjects/DICDNet/DICDNet/save_results
Model Evaluated: DICDNet
Total GT files found: 2000
Total files processed and metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.55 ± 3.49         0.9770 ± 0.0054       27.34 ± 1.51         0.9432 ± 0.0132
Large-Med   ({688, 1329}px)     400       38.48 ± 3.28         0.9848 ± 0.0033       30.30 ± 1.94         0.9624 ± 0.0093
Medium      ({182, 371}px)      400       42.10 ± 3.67         0.9896 ± 0.0021       33.11 ± 1.70         0.9700 ± 0.0066
Med-Small   ({171, 180}px)      400       44.74 ± 2.75         0.9914 ± 0.0021       35.49 ± 2.15         0.9736 ± 0.0073
Small       ({54, 84}px)        400       45.35 ± 2.26         0.9919 ± 0.0016       35.98 ± 1.32         0.9746 ± 0.0064
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all processed files) ---
PSNR(img): 41.25 ± 4.88 (from 2000 images)
SSIM(img): 0.9869 ± 0.0064
PSNR(hu):  32.44 ± 3.69
SSIM(hu):  0.9648 ± 0.0146

--- Individual File Metrics Log ---
Filename            Prefix     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
988_gt_image.png    988              7      3119      G5       39.53      0.9755       26.08      0.9310
989_gt_image.png    989              8       182      G3       44.19      0.9898       33.64      0.9702
990_gt_image.png    990              9       180      G2       44.19      0.9896       33.77      0.9693
991_gt_image.png    991              0       371      G3       45.32      0.9919       34.52      0.9698
992_gt_image.png    992              1      1338      G5       25.54      0.9741       29.44      0.9504
993_gt_image.png    993              2       688      G4       37.64      0.9875       30.26      0.9598
994_gt_image.png    994              3        84      G1       45.55      0.9926       36.86      0.9706
995_gt_image.png    995              4       171      G2       49.79      0.9942       38.63      0.9778
996_gt_image.png    996              5        54      G1       47.89      0.9931       37.07      0.9748
997_gt_image.png    997              6      1329      G4       39.33      0.9891       30.05      0.9610
998_gt_image.png    998              7      3119      G5       39.17      0.9804       27.67      0.9346
999_gt_image.png    999              8       182      G3       47.28      0.9918       34.69      0.9684
1000_gt_image.png   1000             9       180      G2       46.95      0.9919       35.28      0.9675
1001_gt_image.png   1001             0       371      G3       37.74      0.9907       34.78      0.9659
1002_gt_image.png   1002             1      1338      G5       28.85      0.9794       28.96      0.9438
1003_gt_image.png   1003             2       688      G4       32.63      0.9847       30.48      0.9546
1004_gt_image.png   1004             3        84      G1       45.22      0.9919       36.53      0.9677
1005_gt_image.png   1005             4       171      G2       44.02      0.9930       37.13      0.9733
1006_gt_image.png   1006             5        54      G1       47.70      0.9926       36.98      0.9717
1007_gt_image.png   1007             6      1329      G4       42.61      0.9882       30.23      0.9567
1008_gt_image.png   1008             7      3119      G5       39.97      0.9787       27.07      0.9280
1009_gt_image.png   1009             8       182      G3       44.92      0.9904       34.08      0.9640
1010_gt_image.png   1010             9       180      G2       41.29      0.9901       33.86      0.9618
1011_gt_image.png   1011             0       371      G3       34.90      0.9856       32.29      0.9530
1012_gt_image.png   1012             1      1338      G5       23.36      0.9608       27.54      0.9272
1013_gt_image.png   1013             2       688      G4       36.31      0.9847       31.22      0.9454
1014_gt_image.png   1014             3        84      G1       36.44      0.9881       35.70      0.9583
1015_gt_image.png   1015             4       171      G2       37.46      0.9890       37.03      0.9653
1016_gt_image.png   1016             5        54      G1       37.41      0.9888       36.14      0.9620
1017_gt_image.png   1017             6      1329      G4       40.10      0.9859       32.31      0.9470
1018_gt_image.png   1018             7      3119      G5       40.49      0.9800       28.84      0.9149
1019_gt_image.png   1019             8       182      G3       37.55      0.9867       33.42      0.9551
1020_gt_image.png   1020             9       180      G2       36.53      0.9867       34.13      0.9547
1021_gt_image.png   1021             0       371      G3       35.96      0.9876       31.28      0.9561
1022_gt_image.png   1022             1      1338      G5       36.47      0.9800       27.17      0.9272
1023_gt_image.png   1023             2       688      G4       35.81      0.9838       30.56      0.9439
1024_gt_image.png   1024             3        84      G1       40.74      0.9900       35.80      0.9589
1025_gt_image.png   1025             4       171      G2       38.83      0.9905       37.44      0.9654
1026_gt_image.png   1026             5        54      G1       41.43      0.9906       35.53      0.9634
1027_gt_image.png   1027             6      1329      G4       37.77      0.9868       33.12      0.9502
1028_gt_image.png   1028             7      3119      G5       37.68      0.9815       28.26      0.9152
1029_gt_image.png   1029             8       182      G3       40.54      0.9890       33.62      0.9563
1030_gt_image.png   1030             9       180      G2       39.62      0.9895       34.95      0.9575
1031_gt_image.png   1031             0       371      G3       38.80      0.9853       31.61      0.9650
1032_gt_image.png   1032             1      1338      G5       34.59      0.9757       27.69      0.9446
1033_gt_image.png   1033             2       688      G4       36.69      0.9795       29.19      0.9541
1034_gt_image.png   1034             3        84      G1       44.49      0.9884       35.30      0.9680
1035_gt_image.png   1035             4       171      G2       41.89      0.9892       35.96      0.9708
1036_gt_image.png   1036             5        54      G1       44.73      0.9891       33.76      0.9675
1037_gt_image.png   1037             6      1329      G4       35.33      0.9793       31.46      0.9627
1038_gt_image.png   1038             7      3119      G5       32.71      0.9650       26.62      0.9402
1039_gt_image.png   1039             8       182      G3       43.98      0.9879       33.55      0.9648
1040_gt_image.png   1040             9       180      G2       43.73      0.9874       33.79      0.9649
1041_gt_image.png   1041             0       371      G3       39.94      0.9862       31.73      0.9642
1042_gt_image.png   1042             1      1338      G5       34.07      0.9742       26.83      0.9406
1043_gt_image.png   1043             2       688      G4       37.18      0.9797       28.93      0.9514
1044_gt_image.png   1044             3        84      G1       43.88      0.9887       34.98      0.9676
1045_gt_image.png   1045             4       171      G2       42.75      0.9898       35.58      0.9712
1046_gt_image.png   1046             5        54      G1       45.20      0.9905       34.58      0.9703
1047_gt_image.png   1047             6      1329      G4       37.64      0.9817       31.35      0.9635
1048_gt_image.png   1048             7      3119      G5       31.97      0.9665       27.33      0.9408
1049_gt_image.png   1049             8       182      G3       44.28      0.9886       33.63      0.9655
1050_gt_image.png   1050             9       180      G2       43.55      0.9884       33.55      0.9659
1051_gt_image.png   1051             0       371      G3       41.96      0.9870       31.97      0.9633
1052_gt_image.png   1052             1      1338      G5       36.31      0.9773       28.06      0.9425
1053_gt_image.png   1053             2       688      G4       39.45      0.9829       29.54      0.9542
1054_gt_image.png   1054             3        84      G1       44.78      0.9890       34.51      0.9670
1055_gt_image.png   1055             4       171      G2       43.84      0.9899       34.74      0.9695
1056_gt_image.png   1056             5        54      G1       46.98      0.9907       34.75      0.9673
1057_gt_image.png   1057             6      1329      G4       39.50      0.9833       31.52      0.9616
1058_gt_image.png   1058             7      3119      G5       34.24      0.9700       27.73      0.9385
1059_gt_image.png   1059             8       182      G3       46.34      0.9895       34.11      0.9650
1060_gt_image.png   1060             9       180      G2       45.84      0.9888       33.64      0.9642
1061_gt_image.png   1061             0       371      G3       39.48      0.9857       30.57      0.9626
1062_gt_image.png   1062             1      1338      G5       33.48      0.9734       26.90      0.9443
1063_gt_image.png   1063             2       688      G4       39.55      0.9814       28.37      0.9527
1064_gt_image.png   1064             3        84      G1       46.09      0.9895       35.07      0.9687
1065_gt_image.png   1065             4       171      G2       46.33      0.9897       35.28      0.9681
1066_gt_image.png   1066             5        54      G1       47.10      0.9906       35.00      0.9694
1067_gt_image.png   1067             6      1329      G4       41.55      0.9832       32.97      0.9631
1068_gt_image.png   1068             7      3119      G5       33.67      0.9696       27.61      0.9359
1069_gt_image.png   1069             8       182      G3       45.42      0.9887       32.85      0.9649
1070_gt_image.png   1070             9       180      G2       45.07      0.9884       33.37      0.9640
1071_gt_image.png   1071             0       371      G3       38.39      0.9864       31.94      0.9658
1072_gt_image.png   1072             1      1338      G5       32.29      0.9745       27.03      0.9463
1073_gt_image.png   1073             2       688      G4       38.05      0.9818       28.62      0.9563
1074_gt_image.png   1074             3        84      G1       42.54      0.9895       34.90      0.9697
1075_gt_image.png   1075             4       171      G2       44.07      0.9909       34.93      0.9701
1076_gt_image.png   1076             5        54      G1       45.34      0.9909       34.23      0.9710
1077_gt_image.png   1077             6      1329      G4       39.67      0.9831       32.59      0.9667
1078_gt_image.png   1078             7      3119      G5       33.40      0.9693       28.35      0.9421
1079_gt_image.png   1079             8       182      G3       44.01      0.9893       33.72      0.9667
1080_gt_image.png   1080             9       180      G2       43.50      0.9890       34.08      0.9674
1081_gt_image.png   1081             0       371      G3       38.92      0.9840       31.33      0.9627
1082_gt_image.png   1082             1      1338      G5       33.81      0.9719       27.02      0.9420
1083_gt_image.png   1083             2       688      G4       37.67      0.9788       29.08      0.9537
1084_gt_image.png   1084             3        84      G1       40.95      0.9863       34.59      0.9677
1085_gt_image.png   1085             4       171      G2       41.46      0.9875       34.81      0.9701
1086_gt_image.png   1086             5        54      G1       43.30      0.9881       34.67      0.9684
1087_gt_image.png   1087             6      1329      G4       40.61      0.9811       32.65      0.9637
1088_gt_image.png   1088             7      3119      G5       31.27      0.9647       27.03      0.9368
1089_gt_image.png   1089             8       182      G3       43.98      0.9865       33.23      0.9640
1090_gt_image.png   1090             9       180      G2       43.33      0.9869       33.12      0.9648
1091_gt_image.png   1091             0       371      G3       34.19      0.9897       33.33      0.9699
1092_gt_image.png   1092             1      1338      G5       29.04      0.9804       29.33      0.9473
1093_gt_image.png   1093             2       688      G4       39.43      0.9879       30.72      0.9596
1094_gt_image.png   1094             3        84      G1       47.13      0.9931       36.94      0.9717
1095_gt_image.png   1095             4       171      G2       48.44      0.9945       38.66      0.9786
1096_gt_image.png   1096             5        54      G1       48.39      0.9935       36.77      0.9736
1097_gt_image.png   1097             6      1329      G4       43.15      0.9890       30.81      0.9638
1098_gt_image.png   1098             7      3119      G5       41.96      0.9846       29.02      0.9405
1099_gt_image.png   1099             8       182      G3       47.27      0.9921       34.46      0.9685
1100_gt_image.png   1100             9       180      G2       47.05      0.9915       34.29      0.9668
1101_gt_image.png   1101             0       371      G3       41.28      0.9857       30.22      0.9677
1102_gt_image.png   1102             1      1338      G5       33.72      0.9758       25.17      0.9440
1103_gt_image.png   1103             2       688      G4       39.22      0.9827       28.81      0.9582
1104_gt_image.png   1104             3        84      G1       45.18      0.9876       33.57      0.9669
1105_gt_image.png   1105             4       171      G2       47.09      0.9897       35.15      0.9712
1106_gt_image.png   1106             5        54      G1       47.08      0.9899       35.54      0.9730
1107_gt_image.png   1107             6      1329      G4       38.97      0.9804       34.01      0.9667
1108_gt_image.png   1108             7      3119      G5       33.78      0.9698       27.79      0.9357
1109_gt_image.png   1109             8       182      G3       45.47      0.9865       33.66      0.9660
1110_gt_image.png   1110             9       180      G2       43.75      0.9850       31.16      0.9611
1111_gt_image.png   1111             0       371      G3       41.29      0.9895       32.47      0.9827
1112_gt_image.png   1112             1      1338      G5       35.05      0.9779       24.95      0.9648
1113_gt_image.png   1113             2       688      G4       38.70      0.9860       30.63      0.9767
1114_gt_image.png   1114             3        84      G1       46.77      0.9912       36.99      0.9866
1115_gt_image.png   1115             4       171      G2       48.32      0.9925       38.58      0.9897
1116_gt_image.png   1116             5        54      G1       47.52      0.9926       36.18      0.9851
1117_gt_image.png   1117             6      1329      G4       44.11      0.9875       35.61      0.9874
1118_gt_image.png   1118             7      3119      G5       34.35      0.9736       29.19      0.9689
1119_gt_image.png   1119             8       182      G3       44.11      0.9900       33.94      0.9827
1120_gt_image.png   1120             9       180      G2       42.55      0.9893       34.39      0.9834
1121_gt_image.png   1121             0       371      G3       43.22      0.9896       32.16      0.9795
1122_gt_image.png   1122             1      1338      G5       35.38      0.9787       25.23      0.9637
1123_gt_image.png   1123             2       688      G4       38.90      0.9857       30.13      0.9742
1124_gt_image.png   1124             3        84      G1       46.07      0.9894       36.71      0.9848
1125_gt_image.png   1125             4       171      G2       46.10      0.9910       34.69      0.9841
1126_gt_image.png   1126             5        54      G1       47.39      0.9926       35.89      0.9869
1127_gt_image.png   1127             6      1329      G4       38.85      0.9841       33.61      0.9814
1128_gt_image.png   1128             7      3119      G5       32.93      0.9712       28.31      0.9624
1129_gt_image.png   1129             8       182      G3       43.73      0.9886       32.24      0.9790
1130_gt_image.png   1130             9       180      G2       42.01      0.9877       32.41      0.9802
1131_gt_image.png   1131             0       371      G3       38.08      0.9870       31.84      0.9839
1132_gt_image.png   1132             1      1338      G5       33.85      0.9766       27.32      0.9682
1133_gt_image.png   1133             2       688      G4       32.67      0.9807       30.11      0.9777
1134_gt_image.png   1134             3        84      G1       42.86      0.9900       36.33      0.9860
1135_gt_image.png   1135             4       171      G2       44.37      0.9920       36.77      0.9901
1136_gt_image.png   1136             5        54      G1       44.69      0.9911       36.72      0.9884
1137_gt_image.png   1137             6      1329      G4       41.33      0.9850       36.02      0.9884
1138_gt_image.png   1138             7      3119      G5       33.03      0.9689       29.74      0.9711
1139_gt_image.png   1139             8       182      G3       43.29      0.9897       35.81      0.9859
1140_gt_image.png   1140             9       180      G2       42.88      0.9892       34.45      0.9836
1141_gt_image.png   1141             0       371      G3       39.31      0.9868       32.05      0.9832
1142_gt_image.png   1142             1      1338      G5       33.18      0.9755       27.61      0.9677
1143_gt_image.png   1143             2       688      G4       29.09      0.9749       29.34      0.9777
1144_gt_image.png   1144             3        84      G1       41.19      0.9892       36.80      0.9889
1145_gt_image.png   1145             4       171      G2       43.89      0.9913       40.57      0.9928
1146_gt_image.png   1146             5        54      G1       42.12      0.9895       33.61      0.9881
1147_gt_image.png   1147             6      1329      G4       40.50      0.9846       34.98      0.9878
1148_gt_image.png   1148             7      3119      G5       35.67      0.9723       29.07      0.9751
1149_gt_image.png   1149             8       182      G3       42.16      0.9884       33.79      0.9854
1150_gt_image.png   1150             9       180      G2       43.79      0.9893       34.62      0.9872
1151_gt_image.png   1151             0       371      G3       39.20      0.9884       31.15      0.9754
1152_gt_image.png   1152             1      1338      G5       33.08      0.9768       25.90      0.9578
1153_gt_image.png   1153             2       688      G4       36.88      0.9844       28.59      0.9668
1154_gt_image.png   1154             3        84      G1       45.35      0.9913       36.69      0.9803
1155_gt_image.png   1155             4       171      G2       47.23      0.9927       37.11      0.9809
1156_gt_image.png   1156             5        54      G1       45.92      0.9927       35.75      0.9820
1157_gt_image.png   1157             6      1329      G4       36.46      0.9844       30.66      0.9753
1158_gt_image.png   1158             7      3119      G5       32.68      0.9727       27.32      0.9518
1159_gt_image.png   1159             8       182      G3       42.06      0.9892       32.17      0.9750
1160_gt_image.png   1160             9       180      G2       44.39      0.9904       33.76      0.9753
1161_gt_image.png   1161             0       371      G3       45.42      0.9912       33.97      0.9652
1162_gt_image.png   1162             1      1338      G5       31.95      0.9825       28.96      0.9458
1163_gt_image.png   1163             2       688      G4       33.93      0.9862       30.96      0.9564
1164_gt_image.png   1164             3        84      G1       46.49      0.9927       36.35      0.9686
1165_gt_image.png   1165             4       171      G2       43.80      0.9937       38.29      0.9749
1166_gt_image.png   1166             5        54      G1       44.62      0.9929       36.45      0.9723
1167_gt_image.png   1167             6      1329      G4       41.91      0.9879       30.43      0.9550
1168_gt_image.png   1168             7      3119      G5       36.42      0.9811       27.11      0.9247
1169_gt_image.png   1169             8       182      G3       43.73      0.9917       34.71      0.9674
1170_gt_image.png   1170             9       180      G2       43.88      0.9918       35.26      0.9668
1171_gt_image.png   1171             0       371      G3       44.55      0.9915       34.29      0.9663
1172_gt_image.png   1172             1      1338      G5       38.88      0.9841       26.85      0.9407
1173_gt_image.png   1173             2       688      G4       41.07      0.9870       28.67      0.9515
1174_gt_image.png   1174             3        84      G1       43.38      0.9913       34.95      0.9726
1175_gt_image.png   1175             4       171      G2       43.75      0.9928       36.17      0.9774
1176_gt_image.png   1176             5        54      G1       44.36      0.9929       36.11      0.9774
1177_gt_image.png   1177             6      1329      G4       38.92      0.9868       31.49      0.9614
1178_gt_image.png   1178             7      3119      G5       36.27      0.9787       27.91      0.9363
1179_gt_image.png   1179             8       182      G3       44.85      0.9901       32.36      0.9663
1180_gt_image.png   1180             9       180      G2       43.53      0.9902       33.25      0.9687
1181_gt_image.png   1181             0       371      G3       43.25      0.9907       32.87      0.9724
1182_gt_image.png   1182             1      1338      G5       33.32      0.9792       27.69      0.9504
1183_gt_image.png   1183             2       688      G4       37.59      0.9840       30.00      0.9633
1184_gt_image.png   1184             3        84      G1       41.68      0.9917       36.23      0.9750
1185_gt_image.png   1185             4       171      G2       44.79      0.9931       36.78      0.9749
1186_gt_image.png   1186             5        54      G1       41.90      0.9933       37.15      0.9754
1187_gt_image.png   1187             6      1329      G4       40.28      0.9866       32.98      0.9700
1188_gt_image.png   1188             7      3119      G5       35.86      0.9757       26.68      0.9414
1189_gt_image.png   1189             8       182      G3       44.03      0.9916       35.94      0.9729
1190_gt_image.png   1190             9       180      G2       44.33      0.9912       35.02      0.9713
1191_gt_image.png   1191             0       371      G3       34.79      0.9884       33.08      0.9720
1192_gt_image.png   1192             1      1338      G5       33.46      0.9793       28.23      0.9523
1193_gt_image.png   1193             2       688      G4       32.64      0.9824       29.78      0.9613
1194_gt_image.png   1194             3        84      G1       42.69      0.9905       35.32      0.9722
1195_gt_image.png   1195             4       171      G2       47.08      0.9930       36.47      0.9767
1196_gt_image.png   1196             5        54      G1       47.00      0.9930       36.83      0.9744
1197_gt_image.png   1197             6      1329      G4       39.90      0.9866       32.43      0.9697
1198_gt_image.png   1198             7      3119      G5       35.41      0.9758       27.86      0.9440
1199_gt_image.png   1199             8       182      G3       46.48      0.9909       35.51      0.9695
1200_gt_image.png   1200             9       180      G2       45.71      0.9915       35.83      0.9715
1201_gt_image.png   1201             0       371      G3       38.30      0.9914       32.65      0.9754
1202_gt_image.png   1202             1      1338      G5       32.62      0.9784       27.70      0.9549
1203_gt_image.png   1203             2       688      G4       36.25      0.9866       30.50      0.9664
1204_gt_image.png   1204             3        84      G1       41.09      0.9922       35.48      0.9748
1205_gt_image.png   1205             4       171      G2       44.48      0.9948       38.21      0.9789
1206_gt_image.png   1206             5        54      G1       41.73      0.9932       35.88      0.9784
1207_gt_image.png   1207             6      1329      G4       36.33      0.9878       35.16      0.9746
1208_gt_image.png   1208             7      3119      G5       35.70      0.9805       28.40      0.9464
1209_gt_image.png   1209             8       182      G3       40.30      0.9898       33.08      0.9711
1210_gt_image.png   1210             9       180      G2       41.42      0.9915       33.83      0.9710
1211_gt_image.png   1211             0       371      G3       45.88      0.9893       32.52      0.9616
1212_gt_image.png   1212             1      1338      G5       41.06      0.9829       28.33      0.9409
1213_gt_image.png   1213             2       688      G4       42.02      0.9867       29.25      0.9500
1214_gt_image.png   1214             3        84      G1       46.90      0.9908       34.30      0.9670
1215_gt_image.png   1215             4       171      G2       46.24      0.9922       35.49      0.9749
1216_gt_image.png   1216             5        54      G1       47.65      0.9929       34.67      0.9717
1217_gt_image.png   1217             6      1329      G4       41.87      0.9848       27.72      0.9500
1218_gt_image.png   1218             7      3119      G5       39.76      0.9791       25.57      0.9141
1219_gt_image.png   1219             8       182      G3       40.74      0.9879       31.61      0.9631
1220_gt_image.png   1220             9       180      G2       40.55      0.9889       32.43      0.9663
1221_gt_image.png   1221             0       371      G3       42.02      0.9906       34.09      0.9741
1222_gt_image.png   1222             1      1338      G5       33.51      0.9810       28.23      0.9544
1223_gt_image.png   1223             2       688      G4       36.54      0.9840       30.22      0.9652
1224_gt_image.png   1224             3        84      G1       44.92      0.9922       37.14      0.9769
1225_gt_image.png   1225             4       171      G2       43.93      0.9934       37.18      0.9772
1226_gt_image.png   1226             5        54      G1       47.03      0.9942       38.13      0.9790
1227_gt_image.png   1227             6      1329      G4       39.08      0.9868       32.83      0.9727
1228_gt_image.png   1228             7      3119      G5       34.12      0.9752       27.00      0.9441
1229_gt_image.png   1229             8       182      G3       41.43      0.9895       33.41      0.9731
1230_gt_image.png   1230             9       180      G2       41.89      0.9894       35.20      0.9728
1231_gt_image.png   1231             0       371      G3       41.49      0.9899       34.08      0.9750
1232_gt_image.png   1232             1      1338      G5       32.03      0.9779       27.89      0.9541
1233_gt_image.png   1233             2       688      G4       36.30      0.9839       29.77      0.9644
1234_gt_image.png   1234             3        84      G1       43.83      0.9918       36.47      0.9768
1235_gt_image.png   1235             4       171      G2       47.09      0.9932       36.94      0.9768
1236_gt_image.png   1236             5        54      G1       46.98      0.9929       36.59      0.9761
1237_gt_image.png   1237             6      1329      G4       39.09      0.9853       32.54      0.9715
1238_gt_image.png   1238             7      3119      G5       34.19      0.9727       27.38      0.9432
1239_gt_image.png   1239             8       182      G3       43.95      0.9910       35.38      0.9739
1240_gt_image.png   1240             9       180      G2       42.58      0.9910       34.84      0.9734
1241_gt_image.png   1241             0       371      G3       41.64      0.9910       31.67      0.9753
1242_gt_image.png   1242             1      1338      G5       32.86      0.9787       27.65      0.9585
1243_gt_image.png   1243             2       688      G4       38.31      0.9861       30.55      0.9688
1244_gt_image.png   1244             3        84      G1       45.91      0.9920       35.44      0.9750
1245_gt_image.png   1245             4       171      G2       48.37      0.9945       37.79      0.9791
1246_gt_image.png   1246             5        54      G1       46.49      0.9940       37.08      0.9801
1247_gt_image.png   1247             6      1329      G4       41.65      0.9878       35.09      0.9758
1248_gt_image.png   1248             7      3119      G5       37.79      0.9797       27.55      0.9477
1249_gt_image.png   1249             8       182      G3       41.89      0.9899       33.37      0.9732
1250_gt_image.png   1250             9       180      G2       41.86      0.9905       33.77      0.9711
1251_gt_image.png   1251             0       371      G3       44.36      0.9912       34.04      0.9762
1252_gt_image.png   1252             1      1338      G5       32.75      0.9800       27.98      0.9560
1253_gt_image.png   1253             2       688      G4       35.24      0.9846       29.83      0.9660
1254_gt_image.png   1254             3        84      G1       45.14      0.9915       36.03      0.9757
1255_gt_image.png   1255             4       171      G2       48.14      0.9936       37.84      0.9781
1256_gt_image.png   1256             5        54      G1       47.01      0.9934       37.47      0.9794
1257_gt_image.png   1257             6      1329      G4       41.10      0.9866       34.82      0.9743
1258_gt_image.png   1258             7      3119      G5       36.50      0.9769       27.20      0.9464
1259_gt_image.png   1259             8       182      G3       42.09      0.9893       33.37      0.9738
1260_gt_image.png   1260             9       180      G2       43.15      0.9904       34.81      0.9743
1261_gt_image.png   1261             0       371      G3       40.64      0.9899       31.11      0.9721
1262_gt_image.png   1262             1      1338      G5       32.47      0.9768       27.52      0.9521
1263_gt_image.png   1263             2       688      G4       38.48      0.9862       30.29      0.9659
1264_gt_image.png   1264             3        84      G1       44.32      0.9923       34.58      0.9735
1265_gt_image.png   1265             4       171      G2       48.92      0.9946       38.14      0.9787
1266_gt_image.png   1266             5        54      G1       46.51      0.9933       35.44      0.9766
1267_gt_image.png   1267             6      1329      G4       32.92      0.9844       28.87      0.9671
1268_gt_image.png   1268             7      3119      G5       32.50      0.9773       26.09      0.9379
1269_gt_image.png   1269             8       182      G3       44.19      0.9907       33.43      0.9708
1270_gt_image.png   1270             9       180      G2       44.36      0.9901       32.67      0.9675
1271_gt_image.png   1271             0       371      G3       38.93      0.9893       30.10      0.9658
1272_gt_image.png   1272             1      1338      G5       35.11      0.9808       25.66      0.9432
1273_gt_image.png   1273             2       688      G4       38.72      0.9870       27.54      0.9541
1274_gt_image.png   1274             3        84      G1       44.77      0.9921       34.26      0.9686
1275_gt_image.png   1275             4       171      G2       41.12      0.9938       36.96      0.9768
1276_gt_image.png   1276             5        54      G1       44.95      0.9933       35.42      0.9754
1277_gt_image.png   1277             6      1329      G4       39.44      0.9889       29.45      0.9593
1278_gt_image.png   1278             7      3119      G5       37.61      0.9812       26.12      0.9213
1279_gt_image.png   1279             8       182      G3       42.02      0.9908       32.32      0.9646
1280_gt_image.png   1280             9       180      G2       44.79      0.9911       34.18      0.9673
1281_gt_image.png   1281             0       371      G3       43.55      0.9912       33.34      0.9747
1282_gt_image.png   1282             1      1338      G5       33.65      0.9797       28.11      0.9546
1283_gt_image.png   1283             2       688      G4       37.78      0.9857       30.96      0.9661
1284_gt_image.png   1284             3        84      G1       44.46      0.9915       35.74      0.9745
1285_gt_image.png   1285             4       171      G2       46.75      0.9937       38.12      0.9777
1286_gt_image.png   1286             5        54      G1       46.44      0.9935       36.99      0.9794
1287_gt_image.png   1287             6      1329      G4       41.61      0.9872       35.39      0.9749
1288_gt_image.png   1288             7      3119      G5       37.11      0.9792       28.15      0.9473
1289_gt_image.png   1289             8       182      G3       43.15      0.9895       34.30      0.9734
1290_gt_image.png   1290             9       180      G2       43.81      0.9910       34.29      0.9720
1291_gt_image.png   1291             0       371      G3       43.59      0.9904       32.50      0.9650
1292_gt_image.png   1292             1      1338      G5       39.58      0.9803       27.49      0.9417
1293_gt_image.png   1293             2       688      G4       41.30      0.9869       29.37      0.9528
1294_gt_image.png   1294             3        84      G1       45.38      0.9904       34.04      0.9668
1295_gt_image.png   1295             4       171      G2       44.29      0.9911       35.00      0.9743
1296_gt_image.png   1296             5        54      G1       46.55      0.9926       34.62      0.9732
1297_gt_image.png   1297             6      1329      G4       36.01      0.9844       27.50      0.9531
1298_gt_image.png   1298             7      3119      G5       35.35      0.9765       25.29      0.9209
1299_gt_image.png   1299             8       182      G3       43.98      0.9891       31.68      0.9634
1300_gt_image.png   1300             9       180      G2       43.88      0.9893       31.12      0.9653
1301_gt_image.png   1301             0       371      G3       38.54      0.9897       30.50      0.9728
1302_gt_image.png   1302             1      1338      G5       33.28      0.9782       27.51      0.9536
1303_gt_image.png   1303             2       688      G4       39.12      0.9863       29.84      0.9661
1304_gt_image.png   1304             3        84      G1       46.96      0.9921       35.84      0.9749
1305_gt_image.png   1305             4       171      G2       48.54      0.9936       37.76      0.9784
1306_gt_image.png   1306             5        54      G1       47.35      0.9932       36.22      0.9789
1307_gt_image.png   1307             6      1329      G4       34.57      0.9855       29.81      0.9674
1308_gt_image.png   1308             7      3119      G5       33.46      0.9775       26.09      0.9365
1309_gt_image.png   1309             8       182      G3       44.77      0.9910       34.08      0.9733
1310_gt_image.png   1310             9       180      G2       45.43      0.9911       34.17      0.9711
1311_gt_image.png   1311             0       371      G3       38.29      0.9904       31.74      0.9697
1312_gt_image.png   1312             1      1338      G5       33.23      0.9803       27.44      0.9483
1313_gt_image.png   1313             2       688      G4       37.99      0.9870       29.85      0.9603
1314_gt_image.png   1314             3        84      G1       47.12      0.9928       35.47      0.9712
1315_gt_image.png   1315             4       171      G2       46.14      0.9940       37.39      0.9773
1316_gt_image.png   1316             5        54      G1       46.79      0.9933       35.82      0.9767
1317_gt_image.png   1317             6      1329      G4       36.95      0.9867       29.34      0.9625
1318_gt_image.png   1318             7      3119      G5       34.61      0.9777       25.68      0.9264
1319_gt_image.png   1319             8       182      G3       45.46      0.9917       33.72      0.9706
1320_gt_image.png   1320             9       180      G2       45.03      0.9918       34.53      0.9697
1321_gt_image.png   1321             0       371      G3       45.19      0.9914       32.37      0.9650
1322_gt_image.png   1322             1      1338      G5       39.39      0.9836       27.41      0.9410
1323_gt_image.png   1323             2       688      G4       40.84      0.9879       29.12      0.9538
1324_gt_image.png   1324             3        84      G1       40.08      0.9910       34.55      0.9671
1325_gt_image.png   1325             4       171      G2       46.32      0.9938       36.24      0.9765
1326_gt_image.png   1326             5        54      G1       36.80      0.9916       35.19      0.9721
1327_gt_image.png   1327             6      1329      G4       38.22      0.9880       29.04      0.9571
1328_gt_image.png   1328             7      3119      G5       35.27      0.9809       25.92      0.9259
1329_gt_image.png   1329             8       182      G3       39.44      0.9898       32.85      0.9634
1330_gt_image.png   1330             9       180      G2       40.34      0.9891       33.15      0.9636
1331_gt_image.png   1331             0       371      G3       32.61      0.9876       33.39      0.9750
1332_gt_image.png   1332             1      1338      G5       31.83      0.9786       27.93      0.9550
1333_gt_image.png   1333             2       688      G4       33.70      0.9819       28.80      0.9634
