DICDNet Image Quality Evaluation by Metal Size
Date: 2025-05-12 13:01:05
Results Directory: /home/mcosta/PycharmProjects/DICDNet/DICDNet/save_results
Model Evaluated: DICDNet
Total GT files found: 2000
Total files processed and metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.55 ± 3.49         0.9770 ± 0.0054       27.34 ± 1.51         0.9432 ± 0.0132
Large-Med   ({688, 1329}px)     400       38.48 ± 3.28         0.9848 ± 0.0033       30.30 ± 1.94         0.9624 ± 0.0093
Medium      ({182, 371}px)      400       42.10 ± 3.67         0.9896 ± 0.0021       33.11 ± 1.70         0.9700 ± 0.0066
Med-Small   ({171, 180}px)      400       44.74 ± 2.75         0.9914 ± 0.0021       35.49 ± 2.15         0.9736 ± 0.0073
Small       ({54, 84}px)        400       45.35 ± 2.26         0.9919 ± 0.0016       35.98 ± 1.32         0.9746 ± 0.0064
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all processed files) ---
PSNR(img): 41.25 ± 4.88 (from 2000 images)
SSIM(img): 0.9869 ± 0.0064
PSNR(hu):  32.44 ± 3.69
SSIM(hu):  0.9648 ± 0.0146

--- Individual File Metrics Log ---
Filename            Prefix     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
499_gt_image.png    499              8       182      G3       46.45      0.9919       32.87      0.9707
500_gt_image.png    500              9       180      G2       46.51      0.9913       33.69      0.9709
501_gt_image.png    501              0       371      G3       42.40      0.9854       33.79      0.9773
502_gt_image.png    502              1      1338      G5       37.31      0.9766       27.44      0.9612
503_gt_image.png    503              2       688      G4       38.23      0.9811       30.23      0.9701
504_gt_image.png    504              3        84      G1       44.37      0.9832       34.96      0.9801
505_gt_image.png    505              4       171      G2       45.79      0.9867       37.77      0.9855
506_gt_image.png    506              5        54      G1       43.12      0.9852       34.03      0.9808
507_gt_image.png    507              6      1329      G4       33.64      0.9763       29.69      0.9718
508_gt_image.png    508              7      3119      G5       26.95      0.9566       23.85      0.9421
509_gt_image.png    509              8       182      G3       43.35      0.9820       33.19      0.9795
510_gt_image.png    510              9       180      G2       44.55      0.9839       35.00      0.9793
511_gt_image.png    511              0       371      G3       47.34      0.9932       34.04      0.9690
512_gt_image.png    512              1      1338      G5       40.83      0.9868       26.53      0.9386
513_gt_image.png    513              2       688      G4       41.90      0.9895       28.00      0.9543
514_gt_image.png    514              3        84      G1       47.44      0.9933       36.53      0.9732
515_gt_image.png    515              4       171      G2       47.76      0.9944       36.68      0.9769
516_gt_image.png    516              5        54      G1       47.96      0.9942       35.83      0.9762
517_gt_image.png    517              6      1329      G4       40.44      0.9880       29.59      0.9610
518_gt_image.png    518              7      3119      G5       36.22      0.9783       26.34      0.9303
519_gt_image.png    519              8       182      G3       46.65      0.9911       34.82      0.9713
520_gt_image.png    520              9       180      G2       45.87      0.9921       33.73      0.9712
521_gt_image.png    521              0       371      G3       47.12      0.9909       33.08      0.9640
522_gt_image.png    522              1      1338      G5       41.12      0.9838       27.11      0.9373
523_gt_image.png    523              2       688      G4       43.93      0.9877       30.03      0.9508
524_gt_image.png    524              3        84      G1       46.67      0.9920       35.62      0.9714
525_gt_image.png    525              4       171      G2       48.68      0.9933       35.67      0.9765
526_gt_image.png    526              5        54      G1       47.83      0.9921       35.74      0.9741
527_gt_image.png    527              6      1329      G4       41.55      0.9861       28.38      0.9555
528_gt_image.png    528              7      3119      G5       38.53      0.9772       24.80      0.9233
529_gt_image.png    529              8       182      G3       47.72      0.9916       34.68      0.9693
530_gt_image.png    530              9       180      G2       47.78      0.9913       34.16      0.9669
531_gt_image.png    531              0       371      G3       44.61      0.9911       32.44      0.9684
532_gt_image.png    532              1      1338      G5       37.97      0.9811       26.65      0.9471
533_gt_image.png    533              2       688      G4       40.29      0.9870       28.27      0.9580
534_gt_image.png    534              3        84      G1       44.98      0.9898       32.93      0.9672
535_gt_image.png    535              4       171      G2       47.60      0.9936       34.83      0.9785
536_gt_image.png    536              5        54      G1       42.18      0.9918       32.93      0.9740
537_gt_image.png    537              6      1329      G4       42.72      0.9887       28.70      0.9604
538_gt_image.png    538              7      3119      G5       36.23      0.9747       23.75      0.9258
539_gt_image.png    539              8       182      G3       40.72      0.9874       30.79      0.9619
540_gt_image.png    540              9       180      G2       43.17      0.9877       31.90      0.9640
541_gt_image.png    541              0       371      G3       41.24      0.9894       30.09      0.9697
542_gt_image.png    542              1      1338      G5       35.71      0.9785       25.69      0.9503
543_gt_image.png    543              2       688      G4       40.46      0.9848       28.47      0.9616
544_gt_image.png    544              3        84      G1       45.54      0.9915       33.74      0.9738
545_gt_image.png    545              4       171      G2       46.95      0.9937       35.99      0.9805
546_gt_image.png    546              5        54      G1       45.15      0.9929       34.90      0.9785
547_gt_image.png    547              6      1329      G4       42.35      0.9883       30.31      0.9635
548_gt_image.png    548              7      3119      G5       38.05      0.9774       25.63      0.9307
549_gt_image.png    549              8       182      G3       44.95      0.9899       33.19      0.9713
550_gt_image.png    550              9       180      G2       44.79      0.9898       32.68      0.9705
551_gt_image.png    551              0       371      G3       41.28      0.9890       31.44      0.9735
552_gt_image.png    552              1      1338      G5       33.03      0.9745       26.34      0.9538
553_gt_image.png    553              2       688      G4       38.92      0.9819       28.01      0.9613
554_gt_image.png    554              3        84      G1       46.66      0.9920       34.57      0.9755
555_gt_image.png    555              4       171      G2       47.91      0.9933       36.17      0.9816
556_gt_image.png    556              5        54      G1       46.52      0.9926       34.78      0.9803
557_gt_image.png    557              6      1329      G4       40.47      0.9860       29.66      0.9651
558_gt_image.png    558              7      3119      G5       34.72      0.9713       24.87      0.9313
559_gt_image.png    559              8       182      G3       45.70      0.9906       33.18      0.9727
560_gt_image.png    560              9       180      G2       45.12      0.9894       32.48      0.9713
561_gt_image.png    561              0       371      G3       45.39      0.9921       31.87      0.9666
562_gt_image.png    562              1      1338      G5       37.07      0.9832       26.67      0.9480
563_gt_image.png    563              2       688      G4       41.45      0.9871       28.47      0.9570
564_gt_image.png    564              3        84      G1       45.99      0.9915       33.65      0.9700
565_gt_image.png    565              4       171      G2       47.85      0.9937       34.66      0.9766
566_gt_image.png    566              5        54      G1       45.02      0.9930       33.21      0.9745
567_gt_image.png    567              6      1329      G4       43.53      0.9896       29.51      0.9591
568_gt_image.png    568              7      3119      G5       37.10      0.9783       24.79      0.9240
569_gt_image.png    569              8       182      G3       44.24      0.9899       32.25      0.9648
570_gt_image.png    570              9       180      G2       44.53      0.9892       32.16      0.9644
571_gt_image.png    571              0       371      G3       40.55      0.9883       30.22      0.9734
572_gt_image.png    572              1      1338      G5       34.34      0.9734       26.64      0.9551
573_gt_image.png    573              2       688      G4       38.10      0.9804       28.06      0.9637
574_gt_image.png    574              3        84      G1       44.72      0.9914       33.16      0.9754
575_gt_image.png    575              4       171      G2       47.84      0.9938       35.68      0.9792
576_gt_image.png    576              5        54      G1       46.24      0.9925       34.39      0.9793
577_gt_image.png    577              6      1329      G4       37.43      0.9826       28.41      0.9625
578_gt_image.png    578              7      3119      G5       33.54      0.9666       24.29      0.9312
579_gt_image.png    579              8       182      G3       44.98      0.9906       32.34      0.9715
580_gt_image.png    580              9       180      G2       44.25      0.9895       31.79      0.9710
581_gt_image.png    581              0       371      G3       41.88      0.9885       32.62      0.9777
582_gt_image.png    582              1      1338      G5       35.94      0.9736       27.65      0.9608
583_gt_image.png    583              2       688      G4       37.55      0.9823       29.14      0.9687
584_gt_image.png    584              3        84      G1       46.31      0.9929       34.91      0.9799
585_gt_image.png    585              4       171      G2       47.30      0.9937       34.94      0.9801
586_gt_image.png    586              5        54      G1       47.27      0.9930       35.73      0.9820
587_gt_image.png    587              6      1329      G4       38.99      0.9849       28.61      0.9667
588_gt_image.png    588              7      3119      G5       34.27      0.9687       25.51      0.9411
589_gt_image.png    589              8       182      G3       45.18      0.9912       32.68      0.9742
590_gt_image.png    590              9       180      G2       45.02      0.9913       32.80      0.9743
591_gt_image.png    591              0       371      G3       44.46      0.9903       31.77      0.9721
592_gt_image.png    592              1      1338      G5       39.66      0.9820       26.81      0.9486
593_gt_image.png    593              2       688      G4       42.31      0.9863       28.90      0.9596
594_gt_image.png    594              3        84      G1       43.07      0.9898       34.70      0.9795
595_gt_image.png    595              4       171      G2       46.47      0.9909       36.19      0.9830
596_gt_image.png    596              5        54      G1       42.33      0.9920       34.76      0.9811
597_gt_image.png    597              6      1329      G4       37.36      0.9820       30.16      0.9654
598_gt_image.png    598              7      3119      G5       33.64      0.9660       27.47      0.9400
599_gt_image.png    599              8       182      G3       41.37      0.9877       34.03      0.9778
600_gt_image.png    600              9       180      G2       43.23      0.9876       34.87      0.9783
601_gt_image.png    601              0       371      G3       44.79      0.9900       34.02      0.9670
602_gt_image.png    602              1      1338      G5       40.57      0.9834       27.99      0.9440
603_gt_image.png    603              2       688      G4       40.52      0.9833       29.23      0.9507
604_gt_image.png    604              3        84      G1       45.99      0.9887       35.72      0.9712
605_gt_image.png    605              4       171      G2       46.51      0.9921       36.55      0.9783
606_gt_image.png    606              5        54      G1       48.51      0.9929       37.39      0.9781
607_gt_image.png    607              6      1329      G4       37.76      0.9839       31.62      0.9621
608_gt_image.png    608              7      3119      G5       36.02      0.9738       27.88      0.9350
609_gt_image.png    609              8       182      G3       45.08      0.9879       35.57      0.9732
610_gt_image.png    610              9       180      G2       44.06      0.9865       34.66      0.9701
611_gt_image.png    611              0       371      G3       39.27      0.9918       30.72      0.9761
612_gt_image.png    612              1      1338      G5       35.88      0.9844       27.03      0.9597
613_gt_image.png    613              2       688      G4       39.06      0.9877       28.70      0.9683
614_gt_image.png    614              3        84      G1       45.62      0.9936       34.03      0.9755
615_gt_image.png    615              4       171      G2       48.76      0.9953       36.52      0.9810
616_gt_image.png    616              5        54      G1       48.09      0.9952       36.06      0.9818
617_gt_image.png    617              6      1329      G4       35.30      0.9874       32.37      0.9747
618_gt_image.png    618              7      3119      G5       32.93      0.9788       30.54      0.9574
619_gt_image.png    619              8       182      G3       46.07      0.9933       33.35      0.9755
620_gt_image.png    620              9       180      G2       45.93      0.9927       33.03      0.9731
621_gt_image.png    621              0       371      G3       36.61      0.9888       32.47      0.9712
622_gt_image.png    622              1      1338      G5       32.44      0.9785       27.09      0.9434
623_gt_image.png    623              2       688      G4       30.13      0.9811       29.42      0.9601
624_gt_image.png    624              3        84      G1       46.83      0.9935       39.34      0.9768
625_gt_image.png    625              4       171      G2       49.77      0.9946       40.40      0.9816
626_gt_image.png    626              5        54      G1       45.95      0.9934       39.29      0.9771
627_gt_image.png    627              6      1329      G4       42.74      0.9885       32.10      0.9662
628_gt_image.png    628              7      3119      G5       42.77      0.9832       30.12      0.9460
629_gt_image.png    629              8       182      G3       49.37      0.9935       38.41      0.9748
630_gt_image.png    630              9       180      G2       46.90      0.9930       38.71      0.9750
631_gt_image.png    631              0       371      G3       38.99      0.9857       31.55      0.9772
632_gt_image.png    632              1      1338      G5       31.87      0.9701       26.83      0.9548
633_gt_image.png    633              2       688      G4       37.46      0.9801       29.00      0.9672
634_gt_image.png    634              3        84      G1       46.82      0.9907       37.25      0.9798
635_gt_image.png    635              4       171      G2       45.56      0.9924       37.57      0.9837
636_gt_image.png    636              5        54      G1       48.12      0.9919       38.76      0.9820
637_gt_image.png    637              6      1329      G4       37.50      0.9793       32.39      0.9774
638_gt_image.png    638              7      3119      G5       34.35      0.9671       27.67      0.9547
639_gt_image.png    639              8       182      G3       44.02      0.9881       32.65      0.9731
640_gt_image.png    640              9       180      G2       43.62      0.9875       33.42      0.9745
641_gt_image.png    641              0       371      G3       40.47      0.9866       32.00      0.9776
642_gt_image.png    642              1      1338      G5       33.91      0.9726       27.13      0.9562
643_gt_image.png    643              2       688      G4       36.99      0.9787       29.25      0.9699
644_gt_image.png    644              3        84      G1       43.52      0.9923       38.06      0.9799
645_gt_image.png    645              4       171      G2       40.21      0.9925       36.35      0.9833
646_gt_image.png    646              5        54      G1       42.55      0.9936       39.40      0.9827
647_gt_image.png    647              6      1329      G4       34.71      0.9825       31.09      0.9758
648_gt_image.png    648              7      3119      G5       31.79      0.9667       28.15      0.9591
649_gt_image.png    649              8       182      G3       44.08      0.9914       34.01      0.9776
650_gt_image.png    650              9       180      G2       41.06      0.9900       32.52      0.9747
651_gt_image.png    651              0       371      G3       40.75      0.9882       29.83      0.9692
652_gt_image.png    652              1      1338      G5       35.10      0.9766       24.59      0.9464
653_gt_image.png    653              2       688      G4       38.50      0.9857       28.60      0.9636
654_gt_image.png    654              3        84      G1       44.36      0.9907       32.34      0.9727
655_gt_image.png    655              4       171      G2       46.26      0.9932       33.97      0.9801
656_gt_image.png    656              5        54      G1       45.78      0.9929       34.05      0.9782
657_gt_image.png    657              6      1329      G4       39.87      0.9865       28.47      0.9614
658_gt_image.png    658              7      3119      G5       34.32      0.9734       23.09      0.9256
659_gt_image.png    659              8       182      G3       43.18      0.9887       31.11      0.9682
660_gt_image.png    660              9       180      G2       42.89      0.9872       31.50      0.9711
661_gt_image.png    661              0       371      G3       37.96      0.9879       32.36      0.9797
662_gt_image.png    662              1      1338      G5       31.62      0.9740       25.00      0.9630
663_gt_image.png    663              2       688      G4       36.23      0.9836       30.32      0.9758
664_gt_image.png    664              3        84      G1       43.68      0.9912       37.90      0.9859
665_gt_image.png    665              4       171      G2       43.18      0.9923       37.11      0.9857
666_gt_image.png    666              5        54      G1       43.17      0.9930       37.87      0.9867
667_gt_image.png    667              6      1329      G4       40.81      0.9865       35.79      0.9834
668_gt_image.png    668              7      3119      G5       33.24      0.9724       30.36      0.9657
669_gt_image.png    669              8       182      G3       39.89      0.9887       32.43      0.9813
670_gt_image.png    670              9       180      G2       38.79      0.9871       33.21      0.9803
671_gt_image.png    671              0       371      G3       38.39      0.9893       31.24      0.9844
672_gt_image.png    672              1      1338      G5       33.25      0.9785       26.99      0.9715
673_gt_image.png    673              2       688      G4       36.95      0.9848       30.05      0.9789
674_gt_image.png    674              3        84      G1       42.54      0.9922       37.49      0.9897
675_gt_image.png    675              4       171      G2       44.20      0.9938       36.27      0.9897
676_gt_image.png    676              5        54      G1       44.00      0.9938       38.98      0.9910
677_gt_image.png    677              6      1329      G4       35.33      0.9856       33.45      0.9848
678_gt_image.png    678              7      3119      G5       32.38      0.9731       29.44      0.9702
679_gt_image.png    679              8       182      G3       43.20      0.9921       35.51      0.9879
680_gt_image.png    680              9       180      G2       40.58      0.9899       35.18      0.9864
681_gt_image.png    681              0       371      G3       41.84      0.9884       31.03      0.9713
682_gt_image.png    682              1      1338      G5       34.54      0.9757       24.02      0.9496
683_gt_image.png    683              2       688      G4       38.80      0.9844       29.51      0.9652
684_gt_image.png    684              3        84      G1       43.14      0.9900       33.03      0.9735
685_gt_image.png    685              4       171      G2       42.94      0.9923       32.71      0.9761
686_gt_image.png    686              5        54      G1       44.05      0.9920       33.80      0.9790
687_gt_image.png    687              6      1329      G4       42.81      0.9864       33.15      0.9740
688_gt_image.png    688              7      3119      G5       33.49      0.9741       26.13      0.9467
689_gt_image.png    689              8       182      G3       42.83      0.9890       32.30      0.9699
690_gt_image.png    690              9       180      G2       43.58      0.9887       31.28      0.9696
691_gt_image.png    691              0       371      G3       45.55      0.9882       32.33      0.9624
692_gt_image.png    692              1      1338      G5       39.61      0.9800       27.17      0.9378
693_gt_image.png    693              2       688      G4       41.45      0.9838       28.54      0.9489
694_gt_image.png    694              3        84      G1       45.91      0.9889       32.87      0.9646
695_gt_image.png    695              4       171      G2       46.05      0.9904       32.89      0.9738
696_gt_image.png    696              5        54      G1       45.87      0.9900       33.43      0.9728
697_gt_image.png    697              6      1329      G4       36.01      0.9792       26.65      0.9509
698_gt_image.png    698              7      3119      G5       33.38      0.9665       23.36      0.9120
699_gt_image.png    699              8       182      G3       42.99      0.9852       30.37      0.9592
700_gt_image.png    700              9       180      G2       43.85      0.9860       30.71      0.9593
701_gt_image.png    701              0       371      G3       37.98      0.9865       32.71      0.9774
702_gt_image.png    702              1      1338      G5       34.62      0.9765       27.74      0.9570
703_gt_image.png    703              2       688      G4       35.27      0.9799       28.42      0.9645
704_gt_image.png    704              3        84      G1       40.92      0.9890       35.64      0.9834
705_gt_image.png    705              4       171      G2       43.13      0.9917       37.94      0.9882
706_gt_image.png    706              5        54      G1       41.61      0.9910       36.08      0.9823
707_gt_image.png    707              6      1329      G4       33.82      0.9796       32.43      0.9751
708_gt_image.png    708              7      3119      G5       34.10      0.9663       29.64      0.9625
709_gt_image.png    709              8       182      G3       41.37      0.9895       35.24      0.9805
710_gt_image.png    710              9       180      G2       38.10      0.9869       34.72      0.9808
711_gt_image.png    711              0       371      G3       42.49      0.9905       32.51      0.9779
712_gt_image.png    712              1      1338      G5       32.56      0.9774       25.67      0.9574
713_gt_image.png    713              2       688      G4       39.11      0.9847       28.80      0.9687
714_gt_image.png    714              3        84      G1       46.52      0.9920       36.19      0.9816
715_gt_image.png    715              4       171      G2       47.50      0.9935       37.39      0.9850
716_gt_image.png    716              5        54      G1       47.09      0.9933       35.44      0.9812
717_gt_image.png    717              6      1329      G4       39.97      0.9841       31.82      0.9776
718_gt_image.png    718              7      3119      G5       37.49      0.9731       29.04      0.9627
719_gt_image.png    719              8       182      G3       39.84      0.9892       33.72      0.9781
720_gt_image.png    720              9       180      G2       38.39      0.9881       33.11      0.9773
721_gt_image.png    721              0       371      G3       39.36      0.9886       30.46      0.9622
722_gt_image.png    722              1      1338      G5       34.76      0.9781       27.63      0.9337
723_gt_image.png    723              2       688      G4       36.93      0.9843       29.32      0.9487
724_gt_image.png    724              3        84      G1       47.85      0.9918       37.61      0.9668
725_gt_image.png    725              4       171      G2       43.29      0.9924       38.60      0.9738
726_gt_image.png    726              5        54      G1       47.11      0.9917       37.13      0.9676
727_gt_image.png    727              6      1329      G4       42.33      0.9873       30.66      0.9541
728_gt_image.png    728              7      3119      G5       41.91      0.9806       29.04      0.9253
729_gt_image.png    729              8       182      G3       45.91      0.9908       36.14      0.9626
730_gt_image.png    730              9       180      G2       43.52      0.9907       36.70      0.9633
731_gt_image.png    731              0       371      G3       29.33      0.9837       31.27      0.9625
732_gt_image.png    732              1      1338      G5       33.27      0.9755       27.83      0.9304
733_gt_image.png    733              2       688      G4       41.28      0.9828       29.88      0.9482
734_gt_image.png    734              3        84      G1       46.30      0.9905       37.11      0.9674
735_gt_image.png    735              4       171      G2       44.67      0.9917       38.42      0.9737
736_gt_image.png    736              5        54      G1       46.47      0.9905       36.92      0.9679
737_gt_image.png    737              6      1329      G4       43.01      0.9858       30.35      0.9551
738_gt_image.png    738              7      3119      G5       41.23      0.9786       28.66      0.9255
739_gt_image.png    739              8       182      G3       47.10      0.9898       36.29      0.9642
740_gt_image.png    740              9       180      G2       43.83      0.9897       36.44      0.9633
741_gt_image.png    741              0       371      G3       37.96      0.9879       30.14      0.9644
742_gt_image.png    742              1      1338      G5       35.21      0.9779       27.40      0.9371
743_gt_image.png    743              2       688      G4       35.46      0.9824       28.83      0.9521
744_gt_image.png    744              3        84      G1       48.51      0.9919       37.60      0.9684
745_gt_image.png    745              4       171      G2       49.22      0.9928       38.59      0.9739
746_gt_image.png    746              5        54      G1       48.32      0.9920       37.44      0.9688
747_gt_image.png    747              6      1329      G4       41.94      0.9865       30.91      0.9578
748_gt_image.png    748              7      3119      G5       41.33      0.9805       29.06      0.9289
749_gt_image.png    749              8       182      G3       46.92      0.9908       36.50      0.9647
750_gt_image.png    750              9       180      G2       47.75      0.9912       36.26      0.9647
751_gt_image.png    751              0       371      G3       40.49      0.9891       30.25      0.9615
752_gt_image.png    752              1      1338      G5       32.59      0.9809       28.51      0.9333
753_gt_image.png    753              2       688      G4       40.07      0.9860       29.67      0.9490
754_gt_image.png    754              3        84      G1       44.73      0.9922       37.16      0.9679
755_gt_image.png    755              4       171      G2       46.17      0.9931       38.17      0.9732
756_gt_image.png    756              5        54      G1       46.25      0.9925       37.10      0.9695
757_gt_image.png    757              6      1329      G4       39.34      0.9872       31.13      0.9531
758_gt_image.png    758              7      3119      G5       38.94      0.9820       29.19      0.9241
759_gt_image.png    759              8       182      G3       46.40      0.9920       36.42      0.9651
760_gt_image.png    760              9       180      G2       42.17      0.9913       36.31      0.9635
761_gt_image.png    761              0       371      G3       42.15      0.9892       30.61      0.9617
762_gt_image.png    762              1      1338      G5       33.17      0.9802       27.59      0.9359
763_gt_image.png    763              2       688      G4       35.57      0.9845       29.58      0.9493
764_gt_image.png    764              3        84      G1       47.06      0.9910       35.90      0.9653
765_gt_image.png    765              4       171      G2       48.13      0.9927       37.80      0.9725
766_gt_image.png    766              5        54      G1       45.55      0.9912       34.99      0.9676
767_gt_image.png    767              6      1329      G4       42.33      0.9868       29.97      0.9539
768_gt_image.png    768              7      3119      G5       41.16      0.9807       28.34      0.9240
769_gt_image.png    769              8       182      G3       44.91      0.9897       33.71      0.9625
770_gt_image.png    770              9       180      G2       45.96      0.9895       34.19      0.9624
771_gt_image.png    771              0       371      G3       38.17      0.9895       31.82      0.9690
772_gt_image.png    772              1      1338      G5       34.63      0.9790       27.21      0.9437
773_gt_image.png    773              2       688      G4       33.16      0.9828       29.00      0.9579
774_gt_image.png    774              3        84      G1       48.35      0.9932       37.85      0.9707
775_gt_image.png    775              4       171      G2       49.54      0.9943       38.90      0.9765
776_gt_image.png    776              5        54      G1       46.98      0.9930       37.50      0.9718
777_gt_image.png    777              6      1329      G4       38.01      0.9860       31.66      0.9646
778_gt_image.png    778              7      3119      G5       36.76      0.9791       29.12      0.9379
779_gt_image.png    779              8       182      G3       45.18      0.9920       36.61      0.9667
780_gt_image.png    780              9       180      G2       43.67      0.9915       36.13      0.9664
781_gt_image.png    781              0       371      G3       36.00      0.9872       30.64      0.9625
782_gt_image.png    782              1      1338      G5       34.80      0.9801       27.87      0.9352
783_gt_image.png    783              2       688      G4       40.98      0.9857       29.14      0.9508
784_gt_image.png    784              3        84      G1       42.59      0.9908       36.18      0.9657
785_gt_image.png    785              4       171      G2       41.49      0.9925       37.98      0.9733
786_gt_image.png    786              5        54      G1       45.29      0.9913       35.86      0.9684
787_gt_image.png    787              6      1329      G4       43.58      0.9879       30.07      0.9528
788_gt_image.png    788              7      3119      G5       40.35      0.9808       28.50      0.9237
789_gt_image.png    789              8       182      G3       43.81      0.9898       33.91      0.9616
790_gt_image.png    790              9       180      G2       43.50      0.9898       33.70      0.9608
791_gt_image.png    791              0       371      G3       42.42      0.9902       32.61      0.9637
792_gt_image.png    792              1      1338      G5       38.90      0.9835       28.69      0.9381
793_gt_image.png    793              2       688      G4       36.44      0.9848       29.99      0.9521
794_gt_image.png    794              3        84      G1       48.32      0.9922       35.86      0.9666
795_gt_image.png    795              4       171      G2       48.85      0.9938       37.55      0.9734
796_gt_image.png    796              5        54      G1       48.31      0.9926       35.81      0.9686
797_gt_image.png    797              6      1329      G4       43.10      0.9882       30.39      0.9560
798_gt_image.png    798              7      3119      G5       42.48      0.9832       28.58      0.9290
799_gt_image.png    799              8       182      G3       46.27      0.9907       33.78      0.9627
800_gt_image.png    800              9       180      G2       46.65      0.9908       33.73      0.9621
801_gt_image.png    801              0       371      G3       37.24      0.9873       32.74      0.9631
802_gt_image.png    802              1      1338      G5       34.68      0.9801       29.38      0.9363
803_gt_image.png    803              2       688      G4       35.11      0.9828       30.07      0.9495
804_gt_image.png    804              3        84      G1       41.23      0.9908       36.25      0.9672
805_gt_image.png    805              4       171      G2       43.23      0.9925       37.86      0.9733
806_gt_image.png    806              5        54      G1       41.58      0.9910       36.24      0.9693
807_gt_image.png    807              6      1329      G4       40.00      0.9874       30.54      0.9552
808_gt_image.png    808              7      3119      G5       36.74      0.9790       28.47      0.9243
809_gt_image.png    809              8       182      G3       39.03      0.9894       34.83      0.9629
810_gt_image.png    810              9       180      G2       39.59      0.9899       35.25      0.9631
811_gt_image.png    811              0       371      G3       34.32      0.9868       30.86      0.9625
812_gt_image.png    812              1      1338      G5       40.23      0.9822       29.04      0.9365
813_gt_image.png    813              2       688      G4       38.17      0.9855       30.47      0.9525
814_gt_image.png    814              3        84      G1       44.96      0.9918       36.97      0.9674
815_gt_image.png    815              4       171      G2       40.54      0.9925       38.04      0.9734
816_gt_image.png    816              5        54      G1       47.95      0.9919       36.35      0.9689
817_gt_image.png    817              6      1329      G4       44.59      0.9878       32.02      0.9540
818_gt_image.png    818              7      3119      G5       38.18      0.9805       29.72      0.9250
819_gt_image.png    819              8       182      G3       47.83      0.9910       35.65      0.9641
820_gt_image.png    820              9       180      G2       46.02      0.9911       36.26      0.9630
821_gt_image.png    821              0       371      G3       39.35      0.9898       31.50      0.9776
822_gt_image.png    822              1      1338      G5       32.98      0.9783       26.70      0.9511
823_gt_image.png    823              2       688      G4       36.14      0.9836       28.48      0.9643
824_gt_image.png    824              3        84      G1       48.79      0.9937       38.37      0.9780
825_gt_image.png    825              4       171      G2       48.78      0.9942       38.63      0.9827
826_gt_image.png    826              5        54      G1       46.83      0.9935       38.00      0.9790
827_gt_image.png    827              6      1329      G4       42.02      0.9893       30.36      0.9706
828_gt_image.png    828              7      3119      G5       41.29      0.9835       28.78      0.9492
829_gt_image.png    829              8       182      G3       44.31      0.9926       37.16      0.9754
830_gt_image.png    830              9       180      G2       46.64      0.9927       36.69      0.9743
831_gt_image.png    831              0       371      G3       35.18      0.9874       31.90      0.9749
832_gt_image.png    832              1      1338      G5       31.46      0.9768       26.01      0.9468
833_gt_image.png    833              2       688      G4       38.02      0.9843       29.24      0.9623
834_gt_image.png    834              3        84      G1       48.07      0.9923       38.05      0.9761
835_gt_image.png    835              4       171      G2       46.93      0.9929       38.81      0.9821
836_gt_image.png    836              5        54      G1       44.14      0.9917       37.23      0.9776
837_gt_image.png    837              6      1329      G4       42.72      0.9890       31.96      0.9697
838_gt_image.png    838              7      3119      G5       41.99      0.9826       29.97      0.9467
839_gt_image.png    839              8       182      G3       44.76      0.9912       36.43      0.9732
840_gt_image.png    840              9       180      G2       44.47      0.9914       36.90      0.9745
841_gt_image.png    841              0       371      G3       31.78      0.9863       30.08      0.9699
842_gt_image.png    842              1      1338      G5       33.67      0.9784       25.91      0.9454
843_gt_image.png    843              2       688      G4       37.66      0.9850       29.18      0.9613
844_gt_image.png    844              3        84      G1       40.61      0.9926       36.87      0.9761
845_gt_image.png    845              4       171      G2       46.19      0.9935       38.68      0.9811
846_gt_image.png    846              5        54      G1       41.61      0.9925       35.72      0.9775
847_gt_image.png    847              6      1329      G4       40.60      0.9890       31.47      0.9660
848_gt_image.png    848              7      3119      G5       41.36      0.9830       29.66      0.9429
849_gt_image.png    849              8       182      G3       42.14      0.9919       34.82      0.9743
850_gt_image.png    850              9       180      G2       40.28      0.9923       36.37      0.9745
851_gt_image.png    851              0       371      G3       40.63      0.9888       29.81      0.9715
852_gt_image.png    852              1      1338      G5       37.58      0.9808       26.36      0.9490
853_gt_image.png    853              2       688      G4       39.65      0.9852       29.89      0.9635
854_gt_image.png    854              3        84      G1       47.77      0.9927       36.30      0.9768
855_gt_image.png    855              4       171      G2       48.58      0.9939       38.11      0.9818
856_gt_image.png    856              5        54      G1       46.84      0.9927       35.97      0.9786
857_gt_image.png    857              6      1329      G4       42.08      0.9886       29.63      0.9654
858_gt_image.png    858              7      3119      G5       37.95      0.9817       27.62      0.9403
859_gt_image.png    859              8       182      G3       44.52      0.9911       34.23      0.9731
860_gt_image.png    860              9       180      G2       46.98      0.9918       34.80      0.9742
861_gt_image.png    861              0       371      G3       34.84      0.9895       32.00      0.9731
862_gt_image.png    862              1      1338      G5       38.56      0.9830       26.28      0.9503
863_gt_image.png    863              2       688      G4       40.07      0.9880       30.58      0.9655
